genre,name,artists_name,album_name,album_release_date,duration_ms,popularity,track_number,uri
world-music,Nobody - from Kaiju No. 8,OneRepublic,Nobody (from Kaiju No. 8),2024-04-12,153626,70,1,spotify:track:47N81NMkB488fuOwOC3Oip
world-music,NIGHT DANCER,imase,NIGHT DANCER,2022-08-19,210948,70,1,spotify:track:348NF6vX0Yh22xvH0EZEro
world-music,プロポーズ,9Lana,プロポーズ,2024-08-24,234400,69,1,spotify:track:1qODHv6fuFFDtozc05hoN6
world-music,FLY HIGH!!,BURNOUT SYNDROMES,檸檬,2016-11-09,244493,66,3,spotify:track:3YOZLPRiTuYgItSGO41gPT
world-music,神様はじめました,Hanae,神様はじめました／神様お願い,2012-11-09,205133,61,1,spotify:track:7LqRjCKrzXuAWOtbZinE4I
world-music,悲しみがとまらない　I CAN'T STOP THE LONELINESS,Anri,Timely!!,1983-12-05,263706,69,6,spotify:track:3FYDqY5BRtx3IVSaiQZSze
world-music,KICK BACK,Kenshi Yonezu,LOST CORNER,2024-08-21,194293,69,2,spotify:track:7oYCBKvdjrqp5vDbhDBuac
world-music,ポラリス,BLUE ENCOUNT,Q.E.D,2020-11-18,224213,64,3,spotify:track:28DlaPydCnrs8NxYOnUPZ8
world-music,青のすみか,Tatsuya Kitani,ROUNDABOUT,2024-01-10,196640,67,2,spotify:track:3zbKiko8V3u2yn1RcT8xBZ
world-music,Invincible - from Kaiju No. 8,OneRepublic,Invincible (from Kaiju No. 8),2025-04-18,155495,69,1,spotify:track:2ndG3pjTjbUWaJxFo9dWi8
world-music,踊り子,Vaundy,replica,2023-11-15,229328,73,9,spotify:track:1YXot2MLAG9sttepCtBRM7
world-music,Overdose,natori,劇場,2023-12-20,194106,69,4,spotify:track:7b4fxkOA4NDr4tDylrb10K
world-music,よふかしのうた - Yofukashino Uta,Creepy Nuts,よふかしのうた - Yofukashino Uta,2018-12-12,237913,66,1,spotify:track:0LQs5gRhqJKLOl8fFukRsQ
world-music,GO!!!,FLOW,GAME,2004,236160,64,1,spotify:track:30WNOfFRiqgebO4eRkCii8
world-music,Sparkle - movie ver.,RADWIMPS,Your Name.,2016-08-24,537653,67,24,spotify:track:3A4FRzgve9BjfKbvVXRIFO
world-music,言って。,ヨルシカ,夏草が邪魔をする,2017-06-28,242182,69,3,spotify:track:6z1TvLTR0oOsWSJfDrERmj
world-music,きらり,Fujii Kaze,Kirari Remixes (Asia Edition),2022-01-14,231882,72,9,spotify:track:51oc6MEsXTpnPn6GOw5VuP
salsa,Checorralero - Carnaval,Checo Acosta,"Checazos de Carnaval, Vol. 3",2006-10-31,299128,0,8,spotify:track:61W5YW99M65KcyHqYE5yYQ
salsa,Tarde,FredyClan,Urbano,2018-03-20,204096,0,8,spotify:track:5s0v42kt1rgDc20CxCm4mF
salsa,Pa Toto,Checo Acosta,"Colombia de Exportación Tropical, Vol. 3",2002-10-07,313097,0,4,spotify:track:6i83fz0dusr0oTYZEOJzVu
salsa,La ola Marina,"La Sonora Matancera, Virgilio González",Mi dulce amante,2019-05-08,170893,0,18,spotify:track:4RC6DCbwDC0BpoMU4vUGOE
salsa,Padre Nuestro,Hernán De Arco,Cuan Grande Es Él,2018-03-22,206173,0,1,spotify:track:3eaYUqgNHxhBxZlsuxz9il
salsa,Te Necesito,David Angel,Para Todas Las Generaciones,2017-08-08,214372,0,4,spotify:track:4xd8eeRLXRGsFMST5d5Tnd
salsa,Liceo de Pilar,Orquesta Aragón,Orquídea de Plata,2010-06-01,182853,0,21,spotify:track:13renDcAkTZi1V8NybQ6V5
salsa,Enseñame a Quererte - Acústica,Angel Laez,Baladas (Acústica),2009,204037,0,1,spotify:track:3G4ATUnYPKD76yO4ItRQWr
salsa,Llego La Hora,David Angel,Para Todas Las Generaciones,2017-08-08,247574,0,5,spotify:track:1Hdpvp3uUgCrnsSbTSXuKp
salsa,Ella Quiere Que Le Den Consejo,Orquesta Aragón,Ultimate Salsa Classics,2022-03-09,283271,0,28,spotify:track:17kGSwHI2JsAsv52pKsH33
salsa,TikTok,"Luis Eduardo Acústico, Alexis Play",Waury,2022-07-24,134407,0,9,spotify:track:4vBngfbTCwnEpANCiHlyDS
salsa,Agua Pa' Mi,Celia Cruz,"The Cuban Collection, Vol. 3",2014-02-12,183452,0,19,spotify:track:6uK7evtydZoke7j9PmdTPu
salsa,Siempre Regreso,Miguel Ángel,Ser Libre,2014-07-16,221603,0,6,spotify:track:2CTvaZebawSUBbFCrIqrey
salsa,El Brujo de Arjona,"Sonora Carruseles, Delfo Ballestas",Recordando a Guillermo Buitrago,2016-10-03,229960,0,5,spotify:track:1EWCFtlSJAaCtuhbpuo4V4
salsa,Yuya Martínez - Remastered,Juan Formell y Los Van Van,25 años… !y seguimos ahí¡ Vol. 1 (Remastered),2014-04-29,149954,0,2,spotify:track:2V2q0bxXcKCKskBb36PRAq
salsa,Razones para Cantar,La Misma Gente,Tres,1986-01-01,203128,0,1,spotify:track:4RTIV69tWZqF1msdfqQv8i
salsa,Cero Codazos,Orquesta Aragón,El Organillero,2018-08-04,181080,0,7,spotify:track:70WSvQs0TESpPaxtxKn8i2
salsa,Fiesta,KLC Clave Cubana,30 Latino Forever Hits,2014-03-21,251013,0,8,spotify:track:7zwSSbJQqoH0eTluZbQ2wJ
salsa,El Cadete Constitucional,Orquesta Aragón,"100 Clásicas Cubanas (1900-2000), Vol. 5",2000-01-01,197173,0,4,spotify:track:46sXxJ6zBYYqnc9mUlUjFk
salsa,Oye Diosa y Fe,Celia Cruz,Sabor Único,2014-10-29,143106,0,2,spotify:track:3sCS6K5uzzuCt4on66CjW3
salsa,Si Sabes Bailar Mi Son,Orquesta Aragón,Así Se Baila un Son,2015-09-08,197807,0,5,spotify:track:1DpiumIwGqC0EtERyLaPWg
salsa,Mi Conuquito,Los Master's,Vol. 13,1978-01-01,190217,0,5,spotify:track:1wihcQ1uHmAJVvHRhNChbY
salsa,Pregón del Chocolate - Remasterizado,David Calzado y su Charanga Habanera,Aquí Estamos los Que Están (Remasterizado),1999-02-03,362266,0,8,spotify:track:1qIoCLSmWBgqTGWsdNxcmt
salsa,"Cero Codazos, Cero Cabezazos",Orquesta Aragón,Sabor Cubano Vol.1,2015-10-02,182946,0,19,spotify:track:0JNcaGMrxCuM6Fm5H9kEer
salsa,Yo Quiero Ser Tu Amante,Galy Galiano,Diez en Todo Balada,2019-09-13,201013,0,10,spotify:track:5QPrCmXQNCFhU8lPDdDedh
salsa,La ola Marina,"La Sonora Matancera, Virgilio González",La vaca lechera,2019-01-14,170760,0,18,spotify:track:7zkj2utymyfg3h3DomjvYs
salsa,Luz de Tu Mirada,Juan Carlos Coronel,Superstición,2023-02-20,289253,0,1,spotify:track:0LZ7FbCfZu1SXQg2iGT1rU
salsa,Ella Quiere Que Le Den Consejo,Orquesta Aragón,性感又辣的拉丁音乐,2021-04-11,283271,0,23,spotify:track:3SJZvWC1CoclRqAUj8vVhN
salsa,Por Si Vuelves,Guaco,Del Caribe Son,2015-05-13,321280,0,4,spotify:track:2EGti7bP1brRkKtOc3492L
salsa,Tormenta en la Loma,Orquesta Aragón,Segunda Generacion,1995-06-20,286733,0,2,spotify:track:76AIGSTuUGy3kGnqtvOzyK
salsa,Superstición,Juan Carlos Coronel,Superstición,2023-02-20,267937,0,4,spotify:track:28BaupoFTuBgwfk86s3xuS
salsa,Cantad a Jehova,Hernán De Arco,Música Cristiana,2014-03-19,184680,0,23,spotify:track:46c7IDRIWz9wsjjqyevM15
salsa,Fiesta,KLC Clave Cubana,Latino Lovers,2013-09-11,251013,0,4,spotify:track:4jMFUt1SaMKPPfGGrGRa7D
salsa,Me Quedé Con la Gorda,Orquesta Aragón,The Best Of Orquesta Aragon,2001-01-01,375440,0,10,spotify:track:0Jc5jDAZWPxir6WxAjwPaE
salsa,Agua Pa'Mi,Celia Cruz,Cuban Latin Classics,2015-05-08,187946,0,41,spotify:track:3quVnOgDTfcsMUkdS3I3IR
salsa,Los Pescadores de Varadero,Orquesta Aragón,Orquídea de Plata,2010-06-01,190760,0,2,spotify:track:6ac00JTShNPh2L1oshWxow
salsa,Niña Bonita,Karibe Band,Niña Bonita,2023-06-16,212545,0,1,spotify:track:3EG4aNgElP1pWqid3rDOa3
salsa,El son del pariente,Orquesta Aragón,"Orquesta Aragon, Vol. 2",2011-06-07,249440,0,5,spotify:track:6n7qE3Pa7Iw4jbBc6NkB47
salsa,Directo -Pista,Richard Cepeda,Unico,2006-06-10,273449,0,15,spotify:track:3LQXO3YSDEEhSdbftfIiVo
salsa,La Gozadera - Discoteca,Checo Acosta,Pal´ Desorden,2003-03-01,199366,0,9,spotify:track:1N4srnecTYtD9vFAsStrAA
salsa,El Palo,"Joe Arroyo, La Verdad",La Música del Carnaval de Barranquilla: Siempre Hits,2015-01-15,196800,0,3,spotify:track:2owvDUuThQsFSCFG1vpYOe
salsa,Por Gustony,David Calzado y su Charanga Habanera,"Salsa - Fiesta de Verano, Vol. 3",2019-10-11,222186,0,38,spotify:track:5ehjZix7UG0cRB0JT0XxAm
salsa,Gaviota,Jimmy Bosch,Hot Latin Grooves,2018-03-23,280000,0,12,spotify:track:2LNji1xeG8hdCRN99wrk7H
salsa,Como Geremía,Johnny El Bravo,Llena Tu Boca de Risa,2014-03-19,211573,0,7,spotify:track:6AmTlHLoeSeMaKT11VDsBR
salsa,Somos de Calle,KLC Clave Cubana,Latin Parade,2013-05-29,250960,0,2,spotify:track:3NZ18WTsBnDSkuBtIq52RU
salsa,"El Chivo Mono, Linda Trigueña",Checo Acosta,El Porro Es Colombia,2020-07-17,214273,0,4,spotify:track:3OHQI1t8YH3ewpTRA0T6nh
salsa,Loco,KLC Clave Cubana,Latin Parade,2013-05-29,278544,0,6,spotify:track:5P1Ze37r20q4bdcYNSyL2T
salsa,Oriki Eshu - Intro,Saoco,La Farandula,2006-02-22,92253,0,3,spotify:track:66JVfTR9PwuEQrgcYN8Sjp
salsa,Oye Como Va (Arr. D. Downs for Percussion Ensemble) [Live],"Tito Puente, Dickerson Middle School Percussion Ensemble, Wallace Brown",2014 Midwest Clinic: Dickerson Middle School Percussion Ensemble (Live),2015-08-14,191986,0,4,spotify:track:6Y0Ayh5moWXD9acFJfAdEZ
salsa,Las Pilanderas,Juan Carlos Coronel,"Tesoros, Coronel Interpreta a Barros",2021-06-18,210906,0,5,spotify:track:5nMnVIBa4G9AddewRp8SxE
rock-n-roll,Gravy,The Monkees,Head (Deluxe Edition),1968-12-01,6666,0,7,spotify:track:0eXCqALSMefDGcKZJPhgWe
rock-n-roll,Please Hurt Me (The Crystals: Twist Uptown),The Crystals,Classic Girl Groups - Five Classic Albums Plus (Tonight's the Night / And the Angels Sing / Playboy / Twist Uptown / The Wah-Watusi) (Digitally Remastered),2022-09-02,137493,0,42,spotify:track:6Efvc1AGywOu1Xow0ZIEEp
rock-n-roll,"Los Chicos del Preu - De : ""Los Chicos del Preu - 1967",Karina,Sesión Continua (La Música del Cine Español),2000-02-21,115373,0,16,spotify:track:5oE6Do9TyVryaQNC9pmzYm
rock-n-roll,The April Fools,Cilla Black,Momentos inesquecíveis,2019-05-17,165173,0,12,spotify:track:7HQND3WdqGjamMwjbg1tmk
rock-n-roll,Amándote,Los João,Por el Amor de una Mujer,2012,306840,0,6,spotify:track:1gj7L2SddPrq6jFml17LDZ
rock-n-roll,All of Me,Lloyd Price,I Only Have Eyes for You,2020,177000,0,11,spotify:track:3t79BUob0wINpHfYKe9fF2
rock-n-roll,I'd Never Find Another You,Billy Fury,"Real Rare Rock N Roll, Vol. 7",2020-08-18,154941,0,10,spotify:track:1BOos7dtZZaMkkPlXy9Q3i
rock-n-roll,Burbujas de Amor,Los Terricolas,Grandes Exitos de los Terrícolas,2002,269653,0,12,spotify:track:4pC6oU7f54SmvBBEJ1Fp2O
rock-n-roll,(I'm Not Your) Steppin' Stone,The Monkees,Rock Originals,2020-09-04,146533,0,18,spotify:track:3ku2ImQpDNDLWiaPruJcR5
rock-n-roll,(I'm Not Your) Steppin' Stone,The Monkees,Sound of Garage Rock,2018-06-29,146533,0,1,spotify:track:1gESRz5NrJrpduPaGWbmEP
rock-n-roll,Aunque Tengas Que Llorar,Los Terricolas,Tesoros Encontrados,2010-01-01,171454,0,8,spotify:track:5NJi5OLKck1rzFgJmGzwxZ
rock-n-roll,Question,Lloyd Price,The Exciting Lloyd Price,2020-12-18,151431,0,20,spotify:track:44O78HgBBRnCaE6HLmUojc
rock-n-roll,Hey Good Looking,The Spotnicks,Early & Late,2013-10-11,143186,0,11,spotify:track:1EclSDyMwtDUcqvqOoOEwO
rock-n-roll,Love Me,Bruce Channel,Hey Baby Won't You Be My Girl,2023-09-08,134253,0,18,spotify:track:2Ka0cJQA6loj3PG0bA0DVu
rock-n-roll,Jimmy's Girl,Johnny Tillotson,JOHNNY TILLOTSON'S GREATEST HITS,1997-09-22,164960,0,9,spotify:track:0NjmnznhsZnWjJKAxt1o4p
rock-n-roll,Cuando Crezcas,Los Strwck,Nuestros 15 Éxitos,2020-11-10,134710,0,6,spotify:track:1tWLFrHQnIRiGGkFb3BFhk
rock-n-roll,Locamente Te Amaré (Makin' Love),Los Cinco Latinos,Los Cinco Latinos Cronología - Conquistando el Mundo (1961),1961-08-30,159373,0,7,spotify:track:3UcOZnc3zDbwQvOcL6lgge
rock-n-roll,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,100 Greatest Pop Songs,2024-03-22,200426,0,98,spotify:track:5epSI1vc0qruk6sHXgPjJ6
rock-n-roll,Canción de juventud,Monna Bell,Éramos tan jóvenes,2019-10-25,170106,0,10,spotify:track:3zECfmHSYR8jlObnGBebWr
rock-n-roll,You Must Be Readin' My Mind - 2024 Remastered,Helen Shapiro,"Essential Classics, Vol. 251: Helen Shapiro",2024-02-02,125288,0,10,spotify:track:36R92q885UktYOtRMtG9qo
rock-n-roll,Dreamy Eyes,Johnny Tillotson,Poetry in Motion,2022-11-21,142680,0,6,spotify:track:2hCFOAfaRtiTFrpKywZTYJ
rock-n-roll,I Fought The Law,The Crickets,Sound Of The Crickets,2020-10-09,128580,0,18,spotify:track:5s61HRvf7qc2E5zlVLxofu
rock-n-roll,Come Into My Heart,Lloyd Price,Stagger Lee,2017-10-27,126981,0,20,spotify:track:3yTFQ7epSdWEV2yY4Srfqm
rock-n-roll,Teen Queen of the Week (Palisades Park),Freddy Cannon,Four Classic Albums Plus (Sings Happy Shades of Blue / The Explosive! / Freddy Cannon Favourites / Palisades Park) (Digitally Remastered),2022-04-01,133973,0,47,spotify:track:5svfaaTPDRLnJCgauZyfSb
rock-n-roll,Detrás del Rock,Los Ovnis,El Rock Desconocido de los Ovnis,2021-05-14,194413,0,5,spotify:track:4WafXc3ppHvDtYHbnlUj6s
rock-n-roll,It Keeps Right On A-Hurtin',Johnny Tillotson,It Keeps Right On A-Hurtin',2000-01-01,168340,0,1,spotify:track:0O8HJ0vAglqX03td7QK41t
rock-n-roll,Diana,Paul Anka,Rock 'n' Roll Classics 27 Originals,2009-02-10,143360,0,9,spotify:track:1YeNmPZHjyRKoIx8ssfDnW
rock-n-roll,Om hela världen sjöng en sång,Marianne Kock,Svenskt Sjuttiotal,2024-07-18,146786,0,69,spotify:track:6d7O5lXXfn7NlMAbsMRDtw
rock-n-roll,Autumn,The Shadows,Autumn Chill in the UK 2023,2023-08-25,117200,0,29,spotify:track:4XIfRJ7kCP3Oe3e3o8GXZQ
rock-n-roll,Ain't That Love,Bobby Darin,The Right Time - Bobby Darin Sings Ray Charles,2020-11-27,177760,0,5,spotify:track:6Cj7ZVddiB02zwbxXhzDmR
rock-n-roll,Never Let Me Go,Johnny Tillotson,Talk Back Trembling Lips - His Greatest Hits,2019-07-24,119588,0,30,spotify:track:3xyObRCRFhODBDxgwpmUYS
rock-n-roll,Walking Back to Happiness (Remastered),Helen Shapiro,At Her Best (Remastered),2019-07-05,149103,0,28,spotify:track:0QhQ3nNeLAQRz9CYJ7fiLu
rock-n-roll,Wake Up Little Susie,The Everly Brothers,Oldies = Goldies,2024-05-30,123520,0,1,spotify:track:0s5CXb2yV8rc3WgMaQTknO
rock-n-roll,Hjalmar Bergström,Owe Thörnqvist,Svenska Schlagerminnen från 60-talet,2023-11-24,211640,0,11,spotify:track:120yEc2FxwfpYOXVhfFQxB
rock-n-roll,I Got You Babe,Sonny & Cher,I LOVE YOU,2024-02-04,190080,0,9,spotify:track:0lCSAnQHZseABDs1nkzOTl
rock-n-roll,Tour,Los Strwck,"Galaticos, Vol. 2",2021-07-02,192933,0,8,spotify:track:5xtyZalWMHE3nR78VYkQKl
rock-n-roll,Don't Play That Song (You Lied),Ben E. King,Standards do Soul,2018-11-30,174293,0,24,spotify:track:0cwIokxfirXmWb8AfVIez1
rock-n-roll,Ese Lugar,Los Terricolas,Ramances Del Ayer,2017-06-06,161960,0,7,spotify:track:4tZGOKOfgJy9UMYgmfutb0
rock-n-roll,Paper Doll,Brian Hyland,Bye Bye Love,2021-02-19,138600,0,1,spotify:track:06xLxYBfd5Vg0QMakfqq6H
rock-n-roll,Goody Goody (Original Mix),Helen Shapiro,I Love You,2019-01-29,156395,0,11,spotify:track:0F79dIaBs5iXqIiIKT0Osc
rock-n-roll,Sea Cruise,Frankie Ford,Let 'Em Talk,2024-06-24,162386,0,1,spotify:track:7aDkxeZrzgDLE9lmq4KhBB
rock-n-roll,You Know,Freddy Cannon,Lavender Blue,2019-12-01,147066,0,41,spotify:track:03QdiV1YjjGK0hD9If55dy
rock-n-roll,I Don't Know How to Love Him - 2003 Remaster,Cilla Black,Cilla in the 70's,2005-09-26,248733,0,7,spotify:track:7nBVPVpR9cxpxo4Aw2K9Gv
rock-n-roll,Streamlined Yodel Song,Frank Ifield,Troubled Heart,2016-03-02,128000,0,2,spotify:track:1Hf4b6vTeOO58jt8d8mcBI
rock-n-roll,El Plebeyo,Los Terricolas,Festival Musical,2018-09-13,171481,0,2,spotify:track:0KMAPNO6SzEUJJCM8401P0
rock-n-roll,Wohin geht Stifelius,Hazy Osterwald,Kriminal Tango,2015-12-18,159186,0,7,spotify:track:221Nm1nx9iPqOlrjH2rl20
rock-n-roll,All Night Long,Bobby Darin,Swooning and Crooning - Bobby Darin,2019-07-20,176080,0,35,spotify:track:2KQC3MPc4L452ZN1iBhLCH
rock-n-roll,Lovey Dovey,Buddy Knox,"Les idoles du rock 'n' roll : Buddy Knox, Vol. 1",2021-08-20,135471,0,5,spotify:track:061U6Vqzsw7nUfotjfrYOr
rock-n-roll,Tell the Lady I Said Goodbye (Remastered 2014),Johnnie Ray,Hits of Johnnie Ray,2023-03-17,160333,0,2,spotify:track:66q3fXH6tNbcaVX6NROs0V
rock-n-roll,Little School Girl,Larry Williams,Short Fat Fannie,2015-04-02,113840,0,8,spotify:track:0hoLQcoG3Ai3IHOzPwkrkT
reggae,Pupilas Lejanas,Los Pericos,Mystic Love,1998-01-01,235200,71,2,spotify:track:4k3K6Ke6KfAWb7zyQWrTEA
reggae,Casi q' me pierdo,Los Cafres,El Paso Gigante,2011-09-27,265691,68,10,spotify:track:0Nj3EM5QMCIdTbWM3wzJGR
reggae,Tu Sin Mi,Dread Mar I,Vivi En Do,2010-05-01,245055,78,17,spotify:track:1M790SJApJ97Fewi2lbeUg
reggae,Tus Ojos,Los Cafres,Suena la Alarma,1997-09-01,254865,70,7,spotify:track:6yyrsrci6u2nreFlhXSy3J
reggae,Arbol Sin Hojas,Dread Mar I,Vivi En Do,2010-05-01,199863,74,6,spotify:track:1wudqoTTW0ElrPv78d1aUk
reggae,Bastará,Los Cafres,Barrilete,2007-11-11,279920,63,2,spotify:track:5fRgvfgF4TM947Gi6qOlcF
reggae,Hoja en Blanco,Dread Mar I,10 Años (En Vivo),2016-05-06,282226,72,20,spotify:track:2FTUzxmv1019uIxTQ1n3nR
reggae,Perfecta,"Rusherking, Dread Mar I",Perfecta,2022-09-29,164000,63,1,spotify:track:4om2gLDSF7vv9DBl8p1qhn
reggae,Nada,Dread Mar I,En el Sendero,2014-09-16,255040,71,9,spotify:track:6xDIX0VFKygIJ5w5tqzMgP
reggae,MYA LIVE P3: Qué Pasará,"MYA, Dread Mar I",MYA LIVE P3: Qué Pasará,2023-07-21,213480,68,1,spotify:track:5WLhx6G2dMXSJ5ITq8419C
reggae,Salvame,Dread Mar I,Amor-es,2008-05-01,323707,70,13,spotify:track:1zPH5KoHU8mDq95UAwFrtF
reggae,Así Fue - En Vivo,Dread Mar I,10 Años (En Vivo),2016-05-06,476200,70,12,spotify:track:3wERIc2fV1sTDtP2LbewwV
reggae,Could You Be Loved,Bob Marley & The Wailers,Uprising,1980-06-10,237000,85,8,spotify:track:5O4erNlJ74PIF6kGol1ZrC
reggae,Runaway,Los Pericos,Pampas Reggae,1994-01-01,205333,66,7,spotify:track:2lqFwTECuP5VNUvzzotxWo
reggae,Si El Amor Se Cae,Los Cafres,¿Quién da Más ?,2004-09-03,271000,60,1,spotify:track:0fzgd6DgpsSYg5igdOUGJR
reggae,Shake It To The Max (FLY) - Remix,"MOLIY, Silent Addy, Skillibeng, Shenseea",Shake It To The Max (FLY) (Remix),2025-02-21,178775,92,1,spotify:track:0QCIpQV3twfqo9kh0t8Zza
reggae,Decide Tú,Dread Mar I,Caminarás Caminos,2018-05-24,248466,65,12,spotify:track:1OuRWuKhsxNdV2FCIkyCnV
reggae,Siguiendo la Luna - Remasterizado 2008,Los Fabulosos Cadillacs,El León,1992-06-18,291973,70,4,spotify:track:1orgfjGJoycODSItcGVatE
reggae,Mas Alla De Tus Ojos,Dread Mar I,Vivi En Do,2010-05-01,257881,66,7,spotify:track:42zjvpucImdkf6TVZZmqy6
reggae,Soy débil Sr.,"Gauchito Club, El Kuelgue",Vulnerable,2024-06-14,225600,56,2,spotify:track:7C0xX5xBv03PR8Mnl81n80
reggae,Is This Love,Bob Marley & The Wailers,Kaya,1978,232200,80,3,spotify:track:6JRLFiX9NJSoRRKxowlBYr
reggae,Laberintos,Dread Mar I,En el Sendero,2014-09-16,255506,63,5,spotify:track:2Ym85UZFoJaw73xHwyRnnK
reggae,Mi Amor,Dread Mar I,Amor-es,2008-05-01,182200,66,11,spotify:track:5MUy9g1yOErICSjY5Wro5x
reggae,Momento,Los Cafres,Barrilete,2007-11-11,349520,60,3,spotify:track:1eQU5ex4RcVjz55hWPeJzc
reggae,Reggae Para Los Amigos,Intoxicados,No Es Solo Rock And Roll,2003-01-01,296666,54,5,spotify:track:3rLMwqrvbr38wcud6FxB8i
reggae,Three Little Birds,Bob Marley & The Wailers,Exodus,1977-06-03,180266,81,9,spotify:track:7yFvSYKk3g5g8e7Ffl16ws
reggae,La Flor,Nonpalidece,Nonpalidesenchufado,2010-11-09,314772,56,12,spotify:track:2x9kIjm8AejYJCunY9yKOA
reggae,Jamming,Bob Marley & The Wailers,Exodus,1977-06-03,211000,79,6,spotify:track:3GIChxHmuLmBm5PTNZGDtj
reggae,Waitin',Los Pericos,Big Yuyo,1992-01-01,168133,62,11,spotify:track:6EjUn5quLcTVFBUGLGwGwA
reggae,Runaway,"Los Pericos, The Original Wailers",Pericos & Friends,2010-09-28,233267,61,4,spotify:track:0ZLakHzHWqUIlkeDa4i8aC
reggae,"Baby, I Love Your Way",Big Mountain,Unity,1994-07-19,249520,78,7,spotify:track:2le9fblYnfoLr9dkZIsJUa
reggae,Gyal You a Party Animal - Remix,"Charly Black, Daddy Yankee",Gyal You a Party Animal (Remix),2016-10-12,223366,71,1,spotify:track:3rK30dzS17JWgft6PIvEjt
reggae,Sin Cadenas,"Los Pericos, Gondwana, No Te Va Gustar, Tito Fuentes",Pericos & Friends,2010-09-28,249916,57,11,spotify:track:42PvpvCg7eaXJy89at6u8s
reggae,Dançalao,"Jombriel, Jøtta",Dançalao,2024-10-20,154845,64,1,spotify:track:7EeZMKsgrkPOiyeJWZgagI
reggae,Ba Ba Bad Remix,"Kybba, Sean Paul, Ryan Castro, Busy Signal",Ba Ba Bad Remix,2025-06-27,146938,81,1,spotify:track:2RnCVOUcOaPeTlFRW3NHQJ
reggae,Sigo Caminando,Los Cafres,Alas Canciones,2016-09-09,302280,58,13,spotify:track:1Po5Jxjh5gHCFiKIt6AQZR
reggae,Verte,"Nicki Nicole, Dread Mar I, Bizarrap",Verte,2020-12-10,157418,58,1,spotify:track:2mMZAd3ol9wGI2WJl4XJCF
reggae,En el Aire,Nonpalidece,Activistas,2005-06-16,257974,55,15,spotify:track:6tT7NZT9kUGcntWb7yFX0C
reggae,Tu Presencia,Nonpalidece,Hagan Correr la Voz,2006-04-13,221040,55,2,spotify:track:58KaBE2fnHA8R0iesCbe8o
reggae,Sweat (A La La La La Long),Inner Circle,Sweat (A La La La La Long),1992-06-02,229000,76,1,spotify:track:1nXTM2CVdaoCySSD5kgt3J
reggae,One Love / People Get Ready,Bob Marley & The Wailers,Exodus,1977-06-03,172933,76,10,spotify:track:7oNgPClUYdscWWHa5PF1gT
reggae,Aire,Los Cafres,Espejitos,2000-09-02,257999,59,5,spotify:track:2hkJ7fYPM5V27pjxiPG2gg
reggae,Kingston Town,UB40,Labour Of Love II,1989-01-01,231733,73,7,spotify:track:1YnVYHXoak0syv4xBRHQRb
reggae,Temperature,Sean Paul,The Trinity,2005-09-27,216320,86,11,spotify:track:0k2GOhqsrxDTAbFFSdNJjT
reggae,Bongo Bong,Manu Chao,Clandestino,1998-10-06,158426,74,3,spotify:track:00SmB7n85SKROGjybsyq5i
reggae,Natural Mystic,Bob Marley & The Wailers,Exodus,1977-06-03,207733,76,1,spotify:track:5uqQyRJV8qLt8zEqnvsBVK
reggae,Mal Bicho - Remasterizado 2008,Los Fabulosos Cadillacs,Rey Azúcar,1995-06-18,243720,67,1,spotify:track:5nofWp3plvxYX1xgHpe4fi
reggae,Love Song,Nonpalidece,Hagan Correr la Voz,2006-04-13,238986,55,6,spotify:track:7dGY3JOczM9JLA4zUpSPMN
reggae,Ilegal,Cultura Profética,La Dulzura,2010-08-22,306005,68,7,spotify:track:4G957N5nUzj1RBIvbWxbyy
reggae,Waiting In Vain,Bob Marley & The Wailers,Exodus,1977-06-03,256239,74,7,spotify:track:09Nck1nvRcg1Y14SNfWwtJ
reggaeton,"Atrevete (feat. Julio El Escogido, Tony Good, El Guille & Siervo Rap)","Jay Kàel, Julio El Escogido, Tony Good, El Guille, Siervo Rap",Si No Juega No Gana,2021-05-28,223620,0,6,spotify:track:0g4AkV7TLlw3Ss5OTBuOef
reggaeton,The Juice Remix,"Wambo, Yak",Best Of Wambo,2011-06-29,300016,0,16,spotify:track:7ASqD1D9DtappxaXl4rVyB
reggaeton,Madre Tu Amor Vale Oro - Remix,"Jay Kàel, Luis Zepeda",MixTape,2020-04-30,342334,0,9,spotify:track:5RPt0d34VxXjN6JBNQO557
reggaeton,OTRA VEZ,"Refugee, ZETKA",OTRA VEZ,2023-04-07,186000,0,1,spotify:track:3iVbZuIRjrXYDrBzUNMZdo
reggaeton,Vencedores,Habacuc Threeseven,Vuelve a Empezar,2014-01-01,239255,0,8,spotify:track:7ABUzcl2yb0LtcNeW4bNLM
reggaeton,online,Refugee,El Refugio,2022-02-18,175177,0,8,spotify:track:1aQRe7dyTcMaLLA32lqkxd
reggaeton,Boricua Aunque Nazca en la Luna,Peniel el Victorioso,Boricua Aunque Nazca en la Luna,2020-01-13,228154,0,1,spotify:track:6TPSjvjpJjyTKJIbBIXqXu
reggaeton,EVITATE UN LIO,"Algenis, KENNY THE RIPPER",BEST OF THE BEST,2023-04-14,204683,0,6,spotify:track:5gW6eHDTo6Lw6sTbwsysg5
reggaeton,De Laatste Nacht,Tempo,Vlaamse Troeven volume 385,2022-12-08,215933,0,14,spotify:track:7jdnnh3G0HTw681GXEUX8p
